Rumor,Lable,sentiment
"Trump tries to bring German-generated coronavirus vaccine to U.S.
","clickbait
",Neutral-Fear
"Former White House physician appointed by Obama: Trump is saving American lives with response to coronavirus.
","clickbait
",Neutral-Neutral
"Meghan McCain torches ‘national disgrace’ Worldest Tallest Stoned #Stumblebum: #NYC Mayor de Blasio and #millennials for response to #Wuhanvirus.
","clickbait
",Neutral-Neutral
"George Takei urges his Twitter followers to report Trump for ‘stroking racism’ by calling coronavirus the ‘Chinese virus’.
","clickbait
",Negative-Anger
"Hey ⁦⁦⁦⁦you sure picked a winner. ⁩ Bashing Melania, Chrissy Teigen Now Unleashes Vulgar Assault on Ivanka Trump Amid Coronavirus Pandemic.
","clickbait
",Positive-Happiness
"CNN contributor Rick Wilson suggests Melania Trump should ‘be infected’ with coronavirus.
","clickbait
",Negative-Neutral
"Says who? Him? 😂 ... Politico founder: Coronavirus pandemic marks end of ‘Trumpism’.
","clickbait
",Negative-Disgust
"Dr. Fauci: Unclear when coronavirus will peak or when life will return to normal.
","clickbait
",Neutral-Fear
"Actually was the one who was caught sneaking an abortion funding bill in the Coronavirus Bill. She has to look out for her donors so now its revenge time. If only Carol took time to research instead of regurgitating.
","clickbait
",Neutral-Sadness
"Study refutes Pelosi and Biden claims on coronavirus.
","clickbait
",Neutral-Neutral
"Kirstie Alley praises President Trump for his response to coronavirus, liberals lose their minds.
","clickbait
",Negative-Anger
"Democrats and Schumer surrendering on Senate coronavirus stimulus bill – The American Mirror.
","clickbait
",Neutral-Neutral
"Mark Cuban eviscerates Chuck Schumer and John Coryn for failed coronavirus stimulus talks: Do your f***ing job.
","clickbait
",Very negative-Anger
"NYPD precinct commander rousts goods-supplying truckers during Chinese coronavirus pandemic.
","clickbait
",Negative-Neutral
"Hillary Clinton blasts Trump for his handling of coronavirus outbreak LOL She tried to take credit for handling a Virus that took place BEFORE her term as SOS! Yeah, keep talking, HRC, I do NOT believe a word you say.
","clickbait
",Very negative-Anger
"Alyssa Milano demands Trump convert his NYC hotels into hospitals for coronavirus patients Why doesnt she open her mansion to become a hospital. Hypocrite.
","clickbait
",Negative-Anger
"Why does Senate coronavirus stimulus provide $350 million for migrant and refugee assistance?
","clickbait
",Negative-Surprise
"President Trump makes press look foolish at coronavirus briefing.
","clickbait
",Negative-Anger
"Mexican protesters demand border be closed due to coronavirus—Another Trump win?
","clickbait
",Negative-Neutral
"SELF RIGHTEOUS! Hollywood Elites Post Ridiculously Tone-Deaf Responses To Coronavirus.
","clickbait
",Negative-Anger
"Unhinged Actor Michael Rapaport Goes After Barron Trump in Unthinkably Evil Tirade.
","clickbait
",Neutral-Neutral
"Hillary Clinton hit with backlash over joke about U.S. leading in coronavirus cases: Trump did promise America first.
","clickbait
",Neutral-Neutral
"‘The View’ Goes Off The Rails As Whoopi Goldberg Comes Unglued During Newt Gingrich Interview/ Whoopis Whining Again! Newt Rises Above The BS!!
","clickbait
",Negative-Fear/Sadness
"Actor Michael Rapaport calls for ‘little f***ing Barron Trump’ to be exposed to coronavirus – The American Mirror Michael is acting like a pedophile no respect for children.
","clickbait
",Very negative-Anger
"Wuhan, China vendor claims if gov’t had addressed coronavirus appropriately, there would be fewer deaths.
","clickbait
",Neutral-Anger
"President Trump has done the right things to combat coronavirus from Day One.
","clickbait
",Positive-Neutral
"Report: Local Wuhan residents allege 42K people died from coronavirus, not the 3K China claims.
","clickbait
",Neutral-Neutral
"Trump calls Nancy Pelosi a ‘sick puppy’ after she blames him for coronavirus deaths.
","clickbait
",Negative-Anger
"give it a rest... New York Times demands more abortion access during coronavirus pandemic.
","clickbait
",Negative-Fear/Sadness
"Mark Cuban praises Trump: Says he deserves all the credit in the world for handling of coronavirus outbreak.
","clickbait
",Positive-Happiness
"CNN’s Chris Cuomo tests positive for coronavirus.
","clickbait
",Positive-Happiness
"Mark Cuban praises Trump: Says he deserves ‘all the credit in the world’ for handling of coronavirus outbreak.
","clickbait
",Positive-Neutral
"AOC Squad-mate Ayanna Pressley, Elizabeth Warren want racial quotas in coronavirus testing.
","clickbait
",Negative-Anger
"Democrats diverted nation when coronavirus was beginning.
","clickbait
",Negative-Fear/Sadness
"WATCH: When coronavirus spreads in Bay Area, will Pelosi blame President Trump?
","clickbait
",Negative-Sadness
"Why we’ll make it through the coronavirus epidemic.
","clickbait
",Negative-Sadness
"Congressman Crenshaw blasts Obama senior adviser for ‘vitriol’ making ‘Americans feel awful’ during coronavirus crisis.
","clickbait
",Negative-Anger
"#Pelosi tries to personally cash in on #coronavirus.
","clickbait
",Neutral-Neutral
"ISIS issues terrifying coronavirus message to followers: urges them to launch attacks while world is in crisis.
","clickbait
",Negative-Anger
"Rush Limbaugh suggests coronavirus deaths are being exaggerated to push radical agendas.
","clickbait
",Negative-Fear/Sadness
"Pelosi Tries To Personally Cash In On Coronavirus.
","clickbait
",Negative-Sadness
"Report: U.S. Intelligence informs Trump that China ‘intentionally’ lied about coronavirus outbreak.
","clickbait
",Negative-Fear/Sadness
"95 year-old WWII Veteran who beat coronavirus reveals the best way to survive COVID-19 – ‘Have a positive attitude’.
","clickbait
",Very positive-Happiness
"Hispanic Caucus calls for immediate release of ICE detainees due to coronavirus.
","clickbait
",Neutral-Anger
"Dunb Ass Gay Bitch.
","clickbait
",Very negative-Anger
"Just another case of this morally bankrupt hag trying to enrich herself off the American taxpayer. Enough is enough #DNCisCorrupt #DrainTheSwamp #NancyPelosiHatesAmericans.
","clickbait
",Negative-Sadness
"WATCH: Whistleblowers “silenced” by China claim country could have stopped coronavirus spread.
","clickbait
",Negative-Sadness
"WATCH: Democrat NYC nurses blame Governor Cuomo for New York’s coronavirus chaos: ‘He’s no hero’.
","clickbait
",Negative-Anger
"Pelosi and Democrats aren’t happy with Trump’s choice for coronavirus recovery watchdog.
","clickbait
",Negative-Sadness
"Ted Cruz Obliterates Smug WaPo Reporter Who Tried To Use Coronavirus To Bash President Trump.
","clickbait
",Neutral-Neutral
"FDA chief Hahn brings good news on coronavirus fight.
","clickbait
",Positive-Happiness
"Coronavirus Task Force asks consumers to avoid grocery stores.
","clickbait
",Neutral-Fear
"Pelosi tries to personally cash in on coronavirus WOW! first, she cashes in on insider trading now, shes trying to cash in personally from the stimulus bill, highlighting property taxes.
","clickbait
",Positive-Neutral
"FDA chief Hahn brings good news on coronavirus fight This sounds promising. Dont know if its a cure but as long as it helps us get back to normal, Ill take it.
","clickbait
",Positive-Happiness
"""You’d think, as real lives are at stake, the conspiracy freaks would give it a rest for a month or two..."" #starsandstripes #Maga #Nypost #Breitbart #Foxnews #Trump #Trump2020 #Oann #Washtimesoped #Regnery #Tuckercarlsontonight #Foxandfriends.
","clickbait
",Negative-Fear/Sadness
"Larry ⁦you do realize unless you’re a Nazi, you just can’t dictate to Americans their FREEDOM OF VOTE CHOICE, so blow it out your arse deranged over-aged buffoon.
","clickbait
",Very negative-Anger
"Morning Briefing: NY has worst coronavirus day.
","clickbait
",Negative-Sadness
"Can’t pay for their Secruity poor you...
","clickbait
",Negative-Sadness
"Comedian Tracy Morgan of ’30 Rock’ defends Trump over coronavirus response: ‘Now is not the time to blame’.
","clickbait
",Negative-Sadness
"#AlyssaMilano calls for people to ‘stop the #coronavirus gun surge’ after confessing that she owns #guns for #selfdefense.
","clickbait
",Negative-Fear/Sadness
"WATCH: Senator/Physician says hospitals getting paid more to label cause of death as ‘coronavirus’.
","clickbait
",Negative-Sadness
"WATCH: AOC and Omar call for ‘nationalizing’ healthcare and removing ‘profit motive’ from coronavirus decisions.
","clickbait
",Neutral-Neutral
"U.S. Surgeon General says it’s no coincidence that deadliest coronavirus week yet is happening during Holy Week.
","clickbait
",Neutral-Fear
"WATCH: Gov. Newsom providing millions of U.S. tax dollars to illegal alien business owners during coronavirus crisis Needs to be treated as a traitor.
","clickbait
",Negative-Sadness
"Senator Grassley hits Pelosi and Schumer on coronavirus relief bill.
","clickbait
",Neutral-Neutral
"Bill Maher blasts PC people tip-toeing around coronavirus origins: ‘We should blame China’.
","clickbait
",Negative-Anger
"Democrats would be okay with people dying from the coronavirus if it means President Trump wont’ get re-elected.
","clickbait
",Neutral-Disgust
"President Trump plays video to reporters showing the media downplaying coronavirus.
","clickbait
",Neutral-Sadness
"Michigan residents protest coronavirus lockdown with ‘Operation Gridlock’.
","clickbait
",Neutral-Neutral
"Pelosi congratulates Democrats for blocking billions in small business coronavirus relief funding.
","clickbait
",Positive-Happiness
"Alec Baldwin Suggests Coronavirus Is A Good Thing Because It’s Helping The Environment.
","clickbait
",Neutral-Happiness
"Trump calls out Pelosi for deleting video in which she says coronavirus fears ‘unwarranted’.
","clickbait
",Neutral-Fear
"Bombshell: U.S. Intel says Obama gave millions of dollars to Wuhan lab that produced coronavirus.
","clickbait
",Neutral-Surprise
"Romney is the only Republican senator excluded from new White House Coronavirus Task Force.
","clickbait
",Neutral-Neutral
"Bombshell: U.S. Intel Says Obama Gave Millions Of Dollars To Wuhan Lab That Produced Coronavirus.
","clickbait
",Neutral-Surprise
"Bombshell: U.S. Intel says Obama gave millions of dollars to Wuhan lab that produced coronavirus His administration reportedly funded the lab in 2015.
","clickbait
",Neutral-Surprise
"A Coronavirus Vaccine Could Be Ready by September, Says Oxford Scientists.
","clickbait
",Positive-Happiness
"Fox News presses Pelosi on her early underplaying of the coronavirus and she responds with false claims.
","clickbait
",Neutral-Neutral
"""In the ongoing fight between some Democrat governors and President Donald Trump, some governors don’t have a leg to stand on. No, that is not an FDR joke..."" #starsandstripes #Maga #Nypost #Breitbart #Foxnews #Trump #Trump2020 #Oann #Washtimesoped.
","clickbait
",Negative-Sadness
"Governor Cuomo declares NY has reached coronavirus peak.
","clickbait
",Neutral-Happiness
"Conservatives care about the whole person, not just the coronavirus.
","clickbait
",Neutral-Neutral
"NYC mayor asks people to text cops photos of anyone not following coronavirus rules—Twitter user reported Mayor de Blasio.
","clickbait
",Neutral-Neutral
"WATCH: Chris Cuomo’s latest coronavirus stunt shows more fake news peddling.
","clickbait
",Neutral-Neutral
"Since the coronavirus is dominating the news cycles, ICYMI. ... German police thwart planned ISIS attack on U.S. military base.
","clickbait
",Neutral-Fear
"NEVADA HAS LESS THEN 200 DEAD FROM CORONAVIRUS Las Vegas Mayor Goodman battles with CNN’s Anderson Cooper: ‘Thats really ignorant’.
","clickbait
",Positive-Happiness
"""We should all be asking these questions: What is the real death rate specifically due to coronavirus?"" #starsandstripes #Maga #Nypost #Breitbart #Foxnews #Trump #Trump2020 #Oann #Washtimesoped #Regnery #Tuckercarlsontonight #Foxandfriends #Foxbusiness.
","clickbait
",Negative-Fear/Sadness
"Nancy Pelosi snaps when confronted about coronavirus relief by CNN’s Jake Tapper: ‘Just calm down’.
","clickbait
",Neutral-Fear
"President Trump signals possible end to WH coronavirus press conferences with latest tweet.
","clickbait
",Neutral-Neutral
"WATCH: Trey Gowdy concerned with coronavirus overreach, warns it could lead to ‘involuntary’ vaccinations.
","clickbait
",Neutral-Fear
"Nancy Pelosi snaps when confronted about coronavirus relief by CNNs Jake Tapper: Just calm down.
","clickbait
",Neutral-Neutral
"Willie Nelson signs on to help fans get through coronavirus pandemic.
","clickbait
",Neutral-Neutral
".is the reason why no one takes the media seriously. What a disgrace you are to women Nicolle. Just so you all know, Nicolle doesn’t care if you die as long as it hurts the President. 🤦🏻‍♀️🙄.
","clickbait
",Negative-Disgust/Sadness
"GOP Texas Governor Abbott says nation will adjust to coronavirus aftermath just as after 9-11.
","clickbait
",Neutral-Neutral
"Air Force Thunderbirds and Navy Blue Angels Team up for Powerful Coronavirus Tribute by Flying Over U.S.
","clickbait
",Neutral-Neutral
"Crass Democrat college🦨professor blames Trump voters for coronavirus deaths: f*** each/ every Trump supporter “It’s ridiculous to blame Trump supporters for a virus that originated in China and has since spread to countries all over the world”.
","clickbait
",Very negative-Anger
"This is why the Left is winning. This is who is twisting the minds of our youth. *Crass college professor blames Trump voters for coronavirus deaths: ‘f*** each and every Trump supporter’.
","clickbait
",Very negative-Anger
"Mississippi mayor faces lawsuit after banning open carry during coronavirus pandemic. ⁦.
","clickbait
",Neutral-Neutral
"Madonna says she’s tested positive for coronavirus antibodies, announces plans to ‘breathe the COVID-19 air’.
","clickbait
",Positive-Happiness
"Hollywood legend Robert Redford says ‘pleasant surprise’ of coronavirus could be that it helps the environment.
","clickbait
",Negative-Happiness
"President Trump has seen evidence coronavirus originated in Wuhan lab.
","clickbait
",Neutral-Neutral
